Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (rad/s),Motor Optical Speed (rad/s),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Vibration (g),App message,
1.2206626000002305,1000,,,,0.0001171875,0.0121875,-0.9608203125,0.00020625199916043756,-0.00033890022716787853,15.769831598450958,0.05558935815986054,0,0,0.8766345389980141,0,0,0,0,0.0584765625,,
1.1975736499998295,1175,,,,-0.015390625,0.04072265625,-0.99115234375,-0.00698233571429461,0.04003633174249322,15.761923795056486,0.30735018966983335,207.34511513759998,0,4.844430968654126,1.4479745556435113,29.892142303751925,0.027669734551339933,0.00826581401583368,0.18728515625,,
6.648372749999868,1218.4210526315765,,,,-0.014921875,0.04173828125,-0.9858984375,-0.010875294362006302,0.0643042939277047,15.758095221571013,0.43399437696195725,252.16517032896,0,6.838924630294551,2.742894620992455,40.109246991416846,0.023446104106587016,0.009402903512655688,0.3232421875,,
12.367311949999847,1261.8421052631595,,,,-0.00921875,0.03767578125,-0.98751953125,-0.014685104193635256,0.08826083494818716,15.750582897924454,0.605685143858202,294.47195139743997,0,9.539893993190999,4.323760077492538,45.32333893729173,0.02041513288145075,0.009251861895753596,0.294375,,
18.050856949999826,1305.2631578947357,,,,-0.0056640625,0.04173828125,-0.993515625,-0.018977129924106682,0.11224337087675494,15.739826262292091,0.7940151230420409,331.75218422015996,0,12.497658717067447,6.295514238740285,50.37398917442058,0.017832151912337477,0.008981308927200463,0.4319921875,,
23.610230649999792,1348.6842105263174,,,,-0.00716796875,0.04421875,-0.98609375,-0.023877260608123733,0.14235398842175598,15.724905375648204,1.0259085911874934,368.29937875703996,0,16.132315749170562,8.792718002216892,54.50476398450901,0.016190573052134477,0.00882427495957652,0.6672265625,,
29.114279649999833,1392.1052631578934,,,,-0.01130859375,0.04435546875,-0.99548828125,-0.030005852126286772,0.1771525790565334,15.704177714542901,1.310252599337399,405.47489182464,0,20.576438231848083,12.166395545868584,59.12770207114172,0.014562138850630844,0.00860956118550414,1.36720703125,,
34.876875199999795,1435.5263157894763,,,,-0.00521484375,0.0556640625,-0.9769140625,-0.03651941261246496,0.21358274230079477,15.676889500526777,1.6337648273535665,443.06928391272,0,25.61235011383888,16.179356216975027,63.170503399181136,0.013201062381612583,0.008339166474922798,2.36904296875,,
40.65161119999984,1478.9473684210516,,,,-0.004453125,0.0422265625,-0.97615234375,-0.04202375944145333,0.2523073531891861,15.644808499359229,1.9951094707876933,476.68432530624,0,31.213099853196073,20.03207349228623,64.17842229966642,0.012596175480429229,0.00808342487713323,2.48681640625,,
46.51948974999982,1522.3684210526312,,,,-0.01275390625,0.04982421875,-0.97826171875,-0.04912001086076985,0.29716835044975054,15.603605309845097,2.397900175609388,510.40408645488,0,37.41588641912068,25.068752455763764,67.00061223737254,0.011855796634260316,0.00794233374993448,1.7733203125,,
52.22791309999986,1565.7894736842127,,,,0.0039453125,0.05310546875,-0.97423828125,-0.05745224124046455,0.34351740407205694,15.552968764801351,2.88190914194084,545.0663253995999,0,44.822224745712276,31.312263904332966,69.85919401742294,0.010970938861926592,0.0076639709635300465,1.42220703125,,
57.856974599999795,1609.2105263157873,,,,-0.01029296875,0.03166015625,-1.00037109375,-0.06500170845652162,0.3924582105368754,15.498461213568183,3.4430760494568684,578.5766470379999,0,53.36239305847993,37.60732949773818,70.47549796151071,0.01043586664984471,0.007354635700088811,1.2853515625,,
63.447081199999836,1652.6315789473683,,,,-0.007734375,0.03265625,-0.99419921875,-0.0733328329974224,0.4429309447632441,15.4366094585199,4.062956213204411,613.2388859827199,0,62.71829091321353,44.972034360091996,71.7053774269422,0.009849110221781497,0.007062271848071983,1.191953125,,
69.04815809999984,1696.05263157895,,,,-0.01025390625,0.04435546875,-0.9951953125,-0.0818529338074287,0.4956960943539385,15.36841313724688,4.747567252800744,644.65481251872,0,72.96259448990783,52.76758862692203,72.32197905507098,0.00939398076511691,0.006793946108882386,1.04642578125,,
74.72225559999984,1739.4736842105256,,,,-0.01033203125,0.04546875,-1.000859375,-0.09041475585950927,0.5474645405044994,15.289576277419025,5.498926604870524,674.9188217484,0,84.07625562761896,61.02051106471952,72.57763309765785,0.008972613525089145,0.006511509749999768,0.97234375,,
80.44703359999986,1782.8947368421066,,,,-0.0351171875,0.05212890625,-0.99375,-0.0996833363576171,0.6111754616965263,15.201809677358312,6.386510006481094,704.8686717127199,0,97.08655866326917,70.26532217844978,72.37394867428574,0.008698239623800695,0.006295144085877622,1.02,,
86.03886474999982,1826.3157894736817,,,,-0.01876953125,0.045625,-0.9942578125,-0.10728525859321224,0.6601612133678691,15.11224701422523,7.226713569376192,733.9807636360799,0,109.21188970289553,78.74300773333219,72.10120189399119,0.008383764726035107,0.006044783755210831,1.31453125,,
91.65745574999987,1869.7368421052606,,,,0.00408203125,0.05146484375,-0.9978125,-0.11624741524764506,0.7197212604159148,15.012809763970429,8.169056069414955,761.52205923264,0,122.64046787692901,88.52389728602552,72.18210155524909,0.008130427551293489,0.005868588067164025,1.14638671875,,
97.22875854999988,1913.157894736845,,,,-0.01966796875,0.03529296875,-0.99650390625,-0.12601452777014074,0.7778062608303605,14.908277324316334,9.184530401034516,783.51320780784,0,136.92559992444453,98.73673451555125,72.1106056945381,0.007879202509652471,0.005680518914035058,1.1215234375,,
102.98719179999982,1956.578947368425,,,,-0.00109375,0.04572265625,-1.012265625,-0.13359962009190235,0.8248706364508759,14.800305555347236,10.149285869566091,807.49403173032,0,150.212690704882,107.87607785885604,71.81533996816894,0.007646317509602399,0.005491263297238513,1.12505859375,,
108.64431274999987,2000,,,,0.00111328125,0.04787109375,-1.0015234375,-0.14414343654252076,0.8895663340494369,14.678675148561501,11.347429353601678,829.5899000606399,0,166.56515426214014,119.58353398593987,71.79407424422335,0.007439424670632519,0.005340638717811328,1.085078125,,
